400,8,0six,1five,2four,3three,4four,5one
0.198934363,0.00080661,0.003998231,0.000115347,5.35E-08,2.60E-06,-5.72E-08,0
0.199067147,0.000798258,0.004013893,0.000111919,5.04E-08,2.49E-06,-5.56E-08,0
0.199076297,0.000746154,0.004028161,0.000111107,4.64E-08,2.46E-06,-5.81E-08,0
0.199493824,0.000731451,0.004102886,0.00010987,4.52E-08,2.42E-06,-5.83E-08,0
0.199891833,0.000672657,0.004185171,0.000109019,4.37E-08,2.33E-06,-5.93E-08,0
0.199792935,0.000641251,0.004176763,0.000109711,4.24E-08,2.34E-06,-6.09E-08,0
0.200030754,0.00062825,0.004220671,0.000109234,3.97E-08,2.36E-06,-6.26E-08,0
0.20002848,0.000592519,0.004221675,0.000111053,3.78E-08,2.40E-06,-6.60E-08,0
0.199895905,0.000569913,0.004216687,0.000113783,3.80E-08,2.47E-06,-6.90E-08,0
0.199671807,0.000504311,0.004202036,0.000115499,3.40E-08,2.44E-06,-7.29E-08,0
0.199383663,0.000445895,0.004171992,0.000116882,2.79E-08,2.41E-06,-7.67E-08,0
0.199356012,0.000398633,0.004176366,0.00012332,2.57E-08,2.45E-06,-8.47E-08,0
0.199274697,0.0003607,0.004176405,0.000122396,2.03E-08,2.32E-06,-8.51E-08,0
0.199274928,0.00032297,0.004165477,0.000120267,1.42E-08,2.16E-06,-8.39E-08,0
0.198856303,0.000321143,0.004095698,0.000114415,1.12E-08,2.05E-06,-7.75E-08,0
0.199535855,0.000353589,0.004181779,0.00011064,1.29E-08,2.07E-06,-7.41E-08,0
0.200159297,0.000415545,0.004260391,0.000111838,1.98E-08,2.23E-06,-7.46E-08,0
0.200540492,0.000483338,0.004296448,0.000118252,2.84E-08,2.52E-06,-7.94E-08,0
0.200545311,0.000482675,0.004294558,0.000118785,2.87E-08,2.54E-06,-7.98E-08,0
0.200561247,0.000498583,0.004284026,0.000119343,3.19E-08,2.58E-06,-7.92E-08,0
0.201099778,0.000498075,0.004361365,0.000120931,2.99E-08,2.63E-06,-8.26E-08,0
0.201397899,0.000533564,0.004392656,0.000117336,3.04E-08,2.61E-06,-7.86E-08,0
0.201557433,0.000518481,0.004416486,0.000122148,2.97E-08,2.72E-06,-8.47E-08,0
0.20133061,0.000453426,0.004392019,0.000129929,2.25E-08,2.77E-06,-9.55E-08,0
0.200809407,0.000388245,0.004323056,0.000137388,1.17E-08,2.63E-06,-1.05E-07,0
0.200545476,0.000384099,0.00428691,0.00015244,7.83E-09,2.63E-06,-1.23E-07,0
0.200456255,0.000400667,0.004249913,0.00017017,-3.51E-09,2.32E-06,-1.45E-07,0
0.200330889,0.00053196,0.004186292,0.000191874,-1.99E-08,1.69E-06,-1.71E-07,0
0.200346078,0.000638353,0.004149301,0.000201857,-1.94E-08,1.61E-06,-1.84E-07,0
0.200793354,0.000816335,0.004181415,0.000218414,-2.06E-08,1.60E-06,-2.08E-07,0
0.200712986,0.000867277,0.004164222,0.000220543,-1.57E-08,1.87E-06,-2.11E-07,0
0.200782275,0.00083482,0.004194411,0.000212584,-9.86E-09,2.35E-06,-2.00E-07,0
0.20069273,0.000809512,0.004178449,0.000209007,-5.95E-09,2.59E-06,-1.95E-07,0
0.200223695,0.000794191,0.004126614,0.000205445,-1.53E-09,2.66E-06,-1.89E-07,0
0.199820258,0.000771915,0.004095106,0.000205229,1.48E-08,3.07E-06,-1.88E-07,0
0.198852773,0.000715475,0.003963189,0.000203734,2.10E-08,3.11E-06,-1.82E-07,0
0.197976577,0.000643587,0.003888872,0.00019261,1.91E-08,2.83E-06,-1.66E-07,0
0.197401304,0.000604026,0.003842993,0.000182446,2.35E-08,2.84E-06,-1.51E-07,0
0.197048868,0.000584831,0.003804943,0.000181634,2.94E-08,3.04E-06,-1.48E-07,0
0.196350912,0.000551479,0.003719102,0.000178809,3.31E-08,3.00E-06,-1.42E-07,0
0.196003621,0.000585471,0.003680113,0.000180838,3.89E-08,3.16E-06,-1.42E-07,0
0.195616375,0.000574745,0.003636587,0.000179937,4.31E-08,3.31E-06,-1.39E-07,0
0.195631773,0.000575868,0.003653437,0.000181475,4.87E-08,3.43E-06,-1.40E-07,0
0.195258443,0.000589003,0.003601387,0.000180031,5.65E-08,3.64E-06,-1.34E-07,0
0.194788844,0.000577815,0.003533766,0.000178071,6.42E-08,3.75E-06,-1.26E-07,0
0.194762266,0.000556322,0.003547663,0.000176528,6.76E-08,3.73E-06,-1.22E-07,0
0.194277372,0.000522707,0.003474481,0.000173789,6.84E-08,3.58E-06,-1.16E-07,0
0.19430358,0.000519757,0.003475325,0.000173048,7.29E-08,3.67E-06,-1.13E-07,0
0.194165965,0.00053123,0.003459306,0.000170862,7.62E-08,3.76E-06,-1.07E-07,0
0.1942831,0.00050135,0.00347243,0.000172728,7.77E-08,3.67E-06,-1.09E-07,0
0.194077038,0.000491586,0.003428776,0.000173151,8.20E-08,3.64E-06,-1.05E-07,0
0.194013961,0.000490462,0.003395706,0.000171811,8.80E-08,3.74E-06,-9.73E-08,0
0.193679857,0.000477045,0.003338391,0.000170472,9.16E-08,3.70E-06,-9.02E-08,0
0.193465816,0.000455745,0.003300883,0.000170129,8.77E-08,3.58E-06,-9.25E-08,0
0.193474235,0.000453662,0.0033039,0.000170301,8.80E-08,3.58E-06,-9.26E-08,0
0.193717005,0.000478659,0.00335175,0.000169351,8.90E-08,3.67E-06,-9.14E-08,0
0.194105346,0.000476564,0.003419582,0.000166465,8.39E-08,3.60E-06,-9.35E-08,0
0.194336398,0.000484604,0.003478523,0.000163329,7.63E-08,3.54E-06,-9.66E-08,0
0.194733494,0.000498861,0.003552255,0.000160989,6.21E-08,3.46E-06,-1.05E-07,0
0.195438229,0.00052054,0.00363685,0.000158179,5.83E-08,3.53E-06,-1.05E-07,0
0.196258322,0.000506301,0.003743896,0.000151929,4.81E-08,3.35E-06,-1.04E-07,0
0.197275518,0.000474204,0.003883997,0.000151087,3.87E-08,3.18E-06,-1.09E-07,0
0.198162893,0.000415412,0.003988263,0.000144085,1.97E-08,2.75E-06,-1.07E-07,0
0.199299814,0.000355301,0.004148288,0.000143432,-8.47E-10,2.34E-06,-1.11E-07,0
0.199833234,0.000335612,0.004218836,0.000142944,-9.50E-09,2.15E-06,-1.11E-07,0
0.200557277,0.000333785,0.004359134,0.000145444,-1.63E-08,1.90E-06,-1.15E-07,0
0.200963514,0.000347447,0.004427827,0.000143519,-1.87E-08,1.80E-06,-1.13E-07,0
0.20127915,0.000381916,0.004492256,0.000141993,-1.50E-08,1.87E-06,-1.12E-07,0
0.201448216,0.000399008,0.004511826,0.000143568,-1.09E-08,2.04E-06,-1.15E-07,0
0.201801938,0.000404587,0.00457476,0.000143995,-1.43E-08,1.98E-06,-1.16E-07,0
0.201925518,0.000418016,0.004593642,0.000143501,-1.28E-08,2.04E-06,-1.16E-07,0
0.202390486,0.000422949,0.00468752,0.000141612,-1.35E-08,2.02E-06,-1.15E-07,0
0.20260857,0.000421779,0.00471878,0.000137442,-7.85E-09,2.18E-06,-1.10E-07,0
0.202613523,0.000413669,0.004715705,0.000136053,-9.77E-09,2.13E-06,-1.09E-07,0
0.202623322,0.000423515,0.004719249,0.000137022,-7.24E-09,2.20E-06,-1.10E-07,0
0.202792212,0.000447547,0.004743688,0.000141331,-1.85E-09,2.44E-06,-1.16E-07,0
0.202647594,0.00043957,0.004716462,0.000139636,-1.81E-09,2.41E-06,-1.13E-07,0
0.202444024,0.000436719,0.00469281,0.000141115,-2.82E-09,2.35E-06,-1.15E-07,0
0.202396783,0.000444207,0.004683442,0.000141985,-2.28E-09,2.38E-06,-1.16E-07,0
0.202322302,0.000440485,0.004661801,0.000142178,-2.11E-09,2.38E-06,-1.16E-07,0
0.202254513,0.000437422,0.00466548,0.000142623,-2.46E-09,2.36E-06,-1.16E-07,0
0.202276575,0.000438991,0.004660822,0.000143766,-1.67E-09,2.40E-06,-1.18E-07,0
0.202290235,0.000442197,0.004659514,0.00014186,-1.51E-09,2.42E-06,-1.15E-07,0
0.20243941,0.000438973,0.004686667,0.000140409,6.99E-10,2.47E-06,-1.14E-07,0
0.202510088,0.000449396,0.0046904,0.000137889,2.79E-09,2.53E-06,-1.11E-07,0
0.202553121,0.000451287,0.004680357,0.000133341,4.25E-09,2.56E-06,-1.05E-07,0
0.20259893,0.000455416,0.004685201,0.000131547,5.05E-09,2.57E-06,-1.03E-07,0
0.202639893,0.00044644,0.00468747,0.000127576,3.41E-09,2.50E-06,-9.86E-08,0
0.202844737,0.000457082,0.004722403,0.000130253,4.96E-09,2.59E-06,-1.02E-07,0
0.202702109,0.000462227,0.004699789,0.000129891,5.96E-09,2.60E-06,-1.01E-07,0
0.202717873,0.000460839,0.004704248,0.000130358,7.10E-09,2.61E-06,-1.02E-07,0
0.202699893,0.000458199,0.00469241,0.00013167,5.51E-09,2.61E-06,-1.03E-07,0
0.202563232,0.000451801,0.004675932,0.000130087,3.72E-09,2.54E-06,-1.01E-07,0
0.202656879,0.000458194,0.004698746,0.000134916,6.29E-09,2.64E-06,-1.07E-07,0
0.202452916,0.000456639,0.004667469,0.000135479,5.61E-09,2.61E-06,-1.08E-07,0
0.202440429,0.000455757,0.004664554,0.000136846,6.23E-09,2.64E-06,-1.09E-07,0
0.202444152,0.000459528,0.004665853,0.000136855,6.46E-09,2.65E-06,-1.09E-07,0
0.202331195,0.00045802,0.00465668,0.000140128,7.11E-09,2.68E-06,-1.13E-07,0
0.20218576,0.00045716,0.004635463,0.000139078,6.16E-09,2.63E-06,-1.12E-07,0
0.202342851,0.000452302,0.00465989,0.000142969,5.17E-09,2.65E-06,-1.17E-07,0
0.202180946,0.000455164,0.004637675,0.00014367,4.84E-09,2.64E-06,-1.17E-07,0
0.202308535,0.000449591,0.004658962,0.000145637,4.05E-09,2.62E-06,-1.20E-07,0
0.202092057,0.000456106,0.004623296,0.000144223,6.15E-09,2.65E-06,-1.18E-07,0
0.202135511,0.000440413,0.004632144,0.000142486,2.94E-09,2.55E-06,-1.16E-07,0
0.202261148,0.000437253,0.004650007,0.000139041,3.15E-09,2.55E-06,-1.12E-07,0
0.202265713,0.000437595,0.004639788,0.000136537,2.14E-09,2.52E-06,-1.09E-07,0
0.202431401,0.000438745,0.004663837,0.00013306,3.90E-09,2.54E-06,-1.05E-07,0
0.202495229,0.000450732,0.004660154,0.000127437,6.02E-09,2.54E-06,-9.80E-08,0
0.202577952,0.000458629,0.004673417,0.000126494,6.30E-09,2.56E-06,-9.71E-08,0
0.20266348,0.000462426,0.004685445,0.000125963,6.56E-09,2.58E-06,-9.65E-08,0
0.202922766,0.000490683,0.004718648,0.000128801,1.18E-08,2.76E-06,-9.97E-08,0
0.202884778,0.000443892,0.004704098,0.000121162,2.28E-09,2.44E-06,-9.14E-08,0
0.202994483,0.000386912,0.004719974,0.000122981,-1.12E-08,2.15E-06,-9.30E-08,0
0.2031684,0.000317017,0.004725789,0.000120433,-2.74E-08,1.71E-06,-8.66E-08,0
0.203765459,0.000326197,0.004808974,0.000126751,-3.03E-08,1.81E-06,-9.42E-08,0
0.203905396,0.000298784,0.004792443,0.000136256,-3.67E-08,1.78E-06,-1.04E-07,0
0.203851564,0.000296812,0.004776759,0.000136687,-4.35E-08,1.64E-06,-1.02E-07,0
0.204174015,0.000298144,0.004854547,0.000137507,-4.91E-08,1.50E-06,-1.01E-07,0
0.205218136,0.000325183,0.00503808,0.000145326,-5.43E-08,1.50E-06,-1.12E-07,0
0.205200709,0.000314982,0.005024732,0.000147998,-6.30E-08,1.25E-06,-1.11E-07,0
0.205134974,0.000334722,0.00501842,0.000152409,-7.00E-08,9.92E-07,-1.13E-07,0
0.204918258,0.000336712,0.004988077,0.00015354,-7.23E-08,8.94E-07,-1.13E-07,0
0.204254371,0.000331265,0.004898521,0.000150031,-6.56E-08,8.73E-07,-1.11E-07,0
0.20298006,0.000299704,0.004693021,0.000143357,-6.10E-08,8.08E-07,-1.01E-07,0
0.202676511,0.000316885,0.004655089,0.000139508,-4.74E-08,1.18E-06,-1.02E-07,0
0.202800072,0.000345659,0.004686659,0.000136809,-3.51E-08,1.54E-06,-1.04E-07,0
0.203293518,0.000417812,0.004788872,0.000144756,-2.00E-08,2.15E-06,-1.19E-07,0
0.203423313,0.000466766,0.004824979,0.000148383,-4.37E-09,2.62E-06,-1.25E-07,0
0.203069965,0.000450754,0.004767644,0.000146815,-1.96E-09,2.63E-06,-1.23E-07,0
0.202336312,0.000437429,0.004667145,0.000139749,-1.44E-09,2.50E-06,-1.13E-07,0
0.201970332,0.000466044,0.004615634,0.000138239,7.36E-09,2.70E-06,-1.10E-07,0
0.201450186,0.000503034,0.004546865,0.000141668,2.26E-08,3.04E-06,-1.11E-07,0
0.200747983,0.00053982,0.004441768,0.000139618,3.34E-08,3.19E-06,-1.05E-07,0
0.200356341,0.000570754,0.004389055,0.000141495,4.23E-08,3.35E-06,-1.03E-07,0
0.200042752,0.000601078,0.004368835,0.000143636,5.25E-08,3.52E-06,-1.01E-07,0
0.199725713,0.000579219,0.004319527,0.000134007,5.36E-08,3.21E-06,-8.67E-08,0
0.200079519,0.000650834,0.004371661,0.00013553,6.42E-08,3.38E-06,-8.22E-08,0
0.199920135,0.00061,0.004342633,0.000130884,6.28E-08,3.12E-06,-7.61E-08,0
0.199856752,0.000609506,0.004320054,0.000129674,6.38E-08,3.07E-06,-7.32E-08,0
0.199937135,0.000608624,0.004340873,0.000131937,6.54E-08,3.12E-06,-7.54E-08,0
0.199947078,0.000613456,0.004333287,0.000129744,6.43E-08,3.06E-06,-7.30E-08,0
0.200255782,0.000596155,0.004404346,0.000130939,5.70E-08,3.14E-06,-8.15E-08,0
0.200415799,0.000546789,0.004418825,0.000129793,4.20E-08,3.03E-06,-8.89E-08,0
0.201247372,0.000526987,0.00450373,0.000127492,3.17E-08,2.93E-06,-9.13E-08,0
0.202023418,0.000526777,0.004595923,0.000121588,2.20E-08,2.79E-06,-8.82E-08,0
0.20251139,0.000518982,0.004650405,0.000116691,1.66E-08,2.66E-06,-8.44E-08,0
0.203004423,0.000525412,0.004709254,0.000114226,1.39E-08,2.62E-06,-8.26E-08,0
0.203236038,0.000522556,0.004718603,0.000112239,8.91E-09,2.57E-06,-8.12E-08,0
0.203332172,0.000526158,0.004726331,0.000110757,8.53E-09,2.54E-06,-7.97E-08,0
0.203690994,0.000544623,0.004759806,0.000110085,7.77E-09,2.57E-06,-7.93E-08,0
0.203243628,0.000508925,0.004683369,0.000103031,2.22E-09,2.32E-06,-7.15E-08,0
0.203721679,0.000483313,0.004769129,0.000108162,-1.63E-09,2.37E-06,-7.77E-08,0
0.204120836,0.000460727,0.004820352,0.000108181,-6.91E-09,2.30E-06,-7.78E-08,0
0.204287569,0.000429873,0.004839975,0.000107465,-1.18E-08,2.19E-06,-7.66E-08,0
0.204096493,0.000400086,0.004801136,0.000103768,-2.00E-08,2.00E-06,-7.04E-08,0
0.204160692,0.000395081,0.00481033,0.000107215,-2.07E-08,2.05E-06,-7.42E-08,0
0.204344867,0.000403573,0.004836362,0.000109268,-1.96E-08,2.12E-06,-7.70E-08,0
0.204017961,0.000380079,0.00476903,0.000103847,-2.39E-08,1.95E-06,-6.91E-08,0
0.203788111,0.000340475,0.004727785,0.000105587,-2.97E-08,1.83E-06,-6.84E-08,0
0.203900411,0.000300947,0.004741465,0.000110906,-3.83E-08,1.74E-06,-7.07E-08,0
0.204716721,0.000342266,0.004855727,0.000116641,-3.62E-08,1.96E-06,-8.00E-08,0
0.204261773,0.000331547,0.004787557,0.000112574,-3.83E-08,1.84E-06,-7.32E-08,0
0.219505419,0.008424588,0.000246524,0.000220089,-3.36E-08,1.90E-05,-3.87E-08,2
0.220791769,0.008618979,0.000284621,0.000222074,-3.63E-08,1.95E-05,-4.25E-08,2
0.220735959,0.008536076,0.000295754,0.000221667,-3.57E-08,1.94E-05,-4.41E-08,2
0.22124141,0.008684583,0.000313073,0.00022046,-3.41E-08,1.94E-05,-4.68E-08,2
0.221197311,0.008679984,0.000325312,0.000216432,-3.31E-08,1.89E-05,-4.70E-08,2
0.22148127,0.008644284,0.000323098,0.0002235,-3.41E-08,1.95E-05,-4.94E-08,2
0.221590705,0.008672965,0.000316429,0.000226984,-3.38E-08,1.99E-05,-5.06E-08,2
0.221227613,0.008544482,0.000315831,0.000223579,-3.39E-08,1.94E-05,-4.88E-08,2
0.221006622,0.008431284,0.000312444,0.000225902,-3.22E-08,1.94E-05,-5.06E-08,2
0.221407497,0.008389927,0.000314717,0.000233896,-3.39E-08,2.01E-05,-5.36E-08,2
0.221243258,0.008326009,0.00030886,0.00023038,-3.30E-08,1.97E-05,-5.19E-08,2
0.221512725,0.008356159,0.000299016,0.000236375,-3.32E-08,2.02E-05,-5.33E-08,2
0.221438311,0.008338641,0.000294821,0.000236567,-3.31E-08,2.02E-05,-5.30E-08,2
0.221136981,0.008236494,0.000294037,0.000231893,-3.25E-08,1.96E-05,-5.11E-08,2
0.221277147,0.008216393,0.000280722,0.000238802,-3.39E-08,2.02E-05,-5.17E-08,2
0.220879047,0.008136257,0.000272128,0.000231896,-3.33E-08,1.95E-05,-4.78E-08,2
0.220808856,0.008065367,0.000263282,0.000234735,-3.25E-08,1.97E-05,-4.85E-08,2
0.220749706,0.007992413,0.000251625,0.000239767,-3.26E-08,2.00E-05,-4.91E-08,2
0.221094182,0.007997704,0.000256518,0.000246109,-3.31E-08,2.05E-05,-5.22E-08,2
0.221203286,0.007991029,0.00025618,0.000249513,-3.31E-08,2.07E-05,-5.37E-08,2
0.221433207,0.007916545,0.000282576,0.000252244,-3.31E-08,2.07E-05,-5.87E-08,2
0.220714718,0.007913702,0.000272221,0.000237668,-3.15E-08,1.96E-05,-5.16E-08,2
0.220348117,0.007936504,0.000275237,0.00022894,-3.13E-08,1.90E-05,-4.82E-08,2
0.220715676,0.007990052,0.000292704,0.000231599,-3.26E-08,1.92E-05,-5.07E-08,2
0.220914449,0.008041763,0.000304489,0.000234154,-3.41E-08,1.95E-05,-5.24E-08,2
0.220776628,0.008114004,0.000317529,0.000226524,-3.25E-08,1.90E-05,-5.13E-08,2
0.220959693,0.008247387,0.000322965,0.000225861,-3.27E-08,1.91E-05,-5.15E-08,2
0.220923376,0.008324158,0.000326692,0.000222357,-3.35E-08,1.89E-05,-4.97E-08,2
0.221191186,0.008395877,0.00033136,0.000224762,-3.58E-08,1.93E-05,-4.98E-08,2
0.221184579,0.008367005,0.000330696,0.000226794,-3.71E-08,1.94E-05,-4.98E-08,2
0.221028399,0.008329259,0.000330629,0.000225088,-3.72E-08,1.93E-05,-4.88E-08,2
0.220961584,0.008248642,0.000346575,0.000222886,-3.90E-08,1.90E-05,-4.82E-08,2
0.220811206,0.008310156,0.000357162,0.000217813,-3.63E-08,1.86E-05,-4.87E-08,2
0.221220708,0.008419627,0.00035389,0.00022259,-3.92E-08,1.92E-05,-4.86E-08,2
0.220753133,0.008394629,0.000357143,0.000216008,-3.68E-08,1.85E-05,-4.74E-08,2
0.220844168,0.00849593,0.000354526,0.000215142,-3.64E-08,1.85E-05,-4.70E-08,2
0.220961004,0.008490703,0.0003585,0.000217381,-3.79E-08,1.88E-05,-4.74E-08,2
0.22085025,0.008284797,0.000403862,0.000207542,-3.84E-08,1.77E-05,-4.62E-08,2
0.221580003,0.008240322,0.000422362,0.000222448,-4.35E-08,1.90E-05,-5.25E-08,2
0.221473964,0.008184422,0.000428027,0.000221888,-4.34E-08,1.89E-05,-5.28E-08,2
0.221511149,0.008182508,0.000422234,0.000225172,-4.44E-08,1.92E-05,-5.34E-08,2
0.221356652,0.008171622,0.000424374,0.000223094,-4.39E-08,1.90E-05,-5.28E-08,2
0.221210984,0.008190781,0.000430433,0.000218328,-4.28E-08,1.86E-05,-5.14E-08,2
0.221150936,0.008249154,0.000434115,0.000214244,-4.20E-08,1.83E-05,-5.00E-08,2
0.221346322,0.008288981,0.000442558,0.000215108,-4.24E-08,1.84E-05,-5.11E-08,2
0.221280025,0.008308437,0.000453448,0.000212617,-4.09E-08,1.82E-05,-5.18E-08,2
0.221191926,0.008389111,0.000447887,0.00020983,-4.00E-08,1.80E-05,-5.03E-08,2
0.221228736,0.00845663,0.000451546,0.000207381,-4.00E-08,1.79E-05,-4.93E-08,2
0.221160345,0.008497474,0.000447672,0.000205002,-3.93E-08,1.77E-05,-4.81E-08,2
0.221237153,0.008517572,0.000450351,0.000207202,-3.95E-08,1.79E-05,-4.95E-08,2
0.221289893,0.008531949,0.00045111,0.000208175,-4.00E-08,1.81E-05,-4.97E-08,2
0.221303222,0.008583431,0.000447747,0.000207309,-3.94E-08,1.80E-05,-4.93E-08,2
0.221382633,0.008593838,0.000448718,0.000207361,-3.97E-08,1.81E-05,-4.92E-08,2
0.221445129,0.008586851,0.000450365,0.000209184,-4.04E-08,1.82E-05,-4.99E-08,2
0.221439778,0.00860958,0.000448753,0.00020851,-4.01E-08,1.82E-05,-4.96E-08,2
0.221383988,0.008612179,0.000448677,0.000206169,-3.94E-08,1.80E-05,-4.88E-08,2
0.22135127,0.008626835,0.000442755,0.000206579,-3.94E-08,1.80E-05,-4.85E-08,2
0.221442158,0.008667867,0.000446768,0.000205421,-4.04E-08,1.80E-05,-4.74E-08,2
0.220777261,0.008374567,0.000438131,0.000205083,-3.96E-08,1.76E-05,-4.70E-08,2
0.220958306,0.008349214,0.000424988,0.000212071,-4.08E-08,1.82E-05,-4.88E-08,2
0.219338336,0.008158152,0.00041793,0.000189099,-3.33E-08,1.58E-05,-4.14E-08,2
0.220147434,0.008248479,0.000383674,0.000205581,-3.79E-08,1.74E-05,-4.35E-08,2
0.219225552,0.008060407,0.000361011,0.000203375,-3.47E-08,1.69E-05,-4.28E-08,2
0.219431337,0.008176668,0.000340509,0.000206181,-3.48E-08,1.73E-05,-4.21E-08,2
0.218894636,0.008148253,0.000322439,0.00020017,-3.32E-08,1.68E-05,-3.85E-08,2
0.218564544,0.008222987,0.00031214,0.000194391,-3.04E-08,1.62E-05,-3.70E-08,2
0.219178421,0.008470516,0.000292909,0.000202667,-3.11E-08,1.72E-05,-3.83E-08,2
0.219550074,0.008659796,0.000295779,0.000200277,-3.11E-08,1.72E-05,-3.75E-08,2
0.219039093,0.008670315,0.00028639,0.000188156,-2.84E-08,1.62E-05,-3.32E-08,2
0.219000241,0.008570556,0.000257112,0.000199666,-2.87E-08,1.71E-05,-3.49E-08,2
0.219128247,0.008657231,0.000260906,0.00019773,-2.91E-08,1.70E-05,-3.42E-08,2
0.220185814,0.009069995,0.000258871,0.000202012,-3.12E-08,1.80E-05,-3.41E-08,2
0.22057638,0.009217115,0.000259864,0.00020274,-3.15E-08,1.82E-05,-3.43E-08,2
0.221423084,0.009585609,0.000284755,0.000193197,-3.35E-08,1.79E-05,-3.05E-08,2
0.222844387,0.010251078,0.000309329,0.000181961,-3.52E-08,1.77E-05,-2.50E-08,2
0.224474313,0.011092964,0.000352874,0.000163272,-3.40E-08,1.66E-05,-1.95E-08,2
0.226659837,0.012119229,0.000382209,0.000146039,-3.20E-08,1.57E-05,-1.28E-08,2
0.228050531,0.012700943,0.000402828,0.000138503,-3.12E-08,1.54E-05,-1.00E-08,2
0.228504722,0.012910753,0.000405149,0.000135956,-3.07E-08,1.52E-05,-8.79E-09,2
0.228844589,0.012972327,0.000393452,0.000141044,-3.21E-08,1.59E-05,-8.46E-09,2
0.228762151,0.0128,0.000384847,0.000147007,-3.38E-08,1.64E-05,-9.05E-09,2
0.229317262,0.013150696,0.000419492,0.000129617,-2.99E-08,1.48E-05,-4.44E-09,2
0.2307679,0.013623309,0.000423945,0.000132435,-3.12E-08,1.54E-05,-3.42E-09,2
0.231410794,0.013744348,0.000428542,0.000136661,-3.29E-08,1.59E-05,-3.71E-09,2
0.230936782,0.013214629,0.00050229,0.000123646,-3.05E-08,1.42E-05,-4.04E-09,2
0.230284941,0.012733683,0.000520323,0.000130698,-3.35E-08,1.47E-05,-6.37E-09,2
0.228661232,0.012171087,0.000499146,0.000135559,-3.39E-08,1.48E-05,-9.87E-09,2
0.227722521,0.011801855,0.000463352,0.00015013,-3.72E-08,1.60E-05,-1.35E-08,2
0.228129486,0.011717471,0.000464551,0.0001614,-4.14E-08,1.72E-05,-1.53E-08,2
0.227168818,0.011337734,0.000454903,0.000165063,-4.16E-08,1.72E-05,-1.77E-08,2
0.226273043,0.010953655,0.000456988,0.000166425,-4.11E-08,1.70E-05,-2.05E-08,2
0.226128248,0.010813119,0.000461544,0.000170737,-4.18E-08,1.72E-05,-2.35E-08,2
0.225435075,0.01049525,0.000466284,0.000172911,-4.16E-08,1.71E-05,-2.61E-08,2
0.224593584,0.010220014,0.000466469,0.000171912,-4.10E-08,1.68E-05,-2.63E-08,2
0.224516475,0.01012405,0.000464199,0.000177141,-4.23E-08,1.72E-05,-2.81E-08,2
0.223749776,0.009754706,0.000465662,0.00017794,-4.20E-08,1.69E-05,-2.93E-08,2
0.22348663,0.009537505,0.000471976,0.00018246,-4.28E-08,1.71E-05,-3.21E-08,2
0.222794018,0.009297219,0.000463074,0.000183641,-4.20E-08,1.69E-05,-3.32E-08,2
0.222881331,0.00922142,0.000452098,0.00019388,-4.39E-08,1.77E-05,-3.70E-08,2
0.222325123,0.00902061,0.000445292,0.000194005,-4.25E-08,1.75E-05,-3.81E-08,2
0.221836041,0.008713845,0.000439231,0.000202002,-4.29E-08,1.78E-05,-4.21E-08,2
0.220290184,0.008190029,0.000445746,0.000193681,-3.72E-08,1.63E-05,-4.31E-08,2
0.220437822,0.007959394,0.000435553,0.000209163,-4.08E-08,1.74E-05,-4.82E-08,2
0.219917565,0.007702076,0.000428959,0.00021175,-4.02E-08,1.73E-05,-4.96E-08,2
0.219387638,0.007437002,0.000418629,0.000212878,-3.88E-08,1.70E-05,-5.03E-08,2
0.219054015,0.007316617,0.000429168,0.000210449,-3.75E-08,1.66E-05,-5.09E-08,2
0.218672927,0.007284779,0.000423491,0.000207221,-3.52E-08,1.63E-05,-5.03E-08,2
0.218865304,0.007328407,0.000424881,0.000211678,-3.72E-08,1.67E-05,-5.15E-08,2
0.218912183,0.007411334,0.000413239,0.0002122,-3.72E-08,1.69E-05,-5.06E-08,2
0.21833033,0.007340077,0.000405557,0.000207089,-3.48E-08,1.64E-05,-4.89E-08,2
0.217897964,0.007268409,0.000418736,0.000201821,-3.26E-08,1.58E-05,-4.88E-08,2
0.21799388,0.007283513,0.000423519,0.000205824,-3.34E-08,1.62E-05,-5.08E-08,2
0.217930058,0.007318394,0.000413495,0.000205939,-3.25E-08,1.63E-05,-5.06E-08,2
0.217826269,0.007298939,0.000415765,0.000205617,-3.23E-08,1.62E-05,-5.07E-08,2
0.217797379,0.007331091,0.000404107,0.000205146,-3.23E-08,1.62E-05,-4.94E-08,2
0.217523691,0.007301684,0.000394683,0.000200035,-3.18E-08,1.58E-05,-4.64E-08,2
0.217731429,0.007326679,0.000384273,0.000201918,-3.35E-08,1.61E-05,-4.52E-08,2
0.217817652,0.00727411,0.000377385,0.000205593,-3.46E-08,1.63E-05,-4.57E-08,2
0.217790947,0.007265618,0.000372425,0.000205669,-3.42E-08,1.63E-05,-4.55E-08,2
0.217925266,0.007286939,0.000372739,0.000206718,-3.42E-08,1.65E-05,-4.61E-08,2
0.217890081,0.007228375,0.000378938,0.000208248,-3.44E-08,1.65E-05,-4.73E-08,2
0.217732712,0.007184074,0.000367091,0.000207221,-3.45E-08,1.64E-05,-4.55E-08,2
0.217999946,0.007202653,0.000360779,0.000214258,-3.45E-08,1.70E-05,-4.85E-08,2
0.218025111,0.007159886,0.000355644,0.000218126,-3.49E-08,1.72E-05,-4.97E-08,2
0.21761042,0.00708854,0.000361687,0.000207372,-3.33E-08,1.62E-05,-4.60E-08,2
