600,6,five,ok,two,good,middle_finger,six
0.194049364,0.003755814,0.002582206,0.000164234,9.55E-09,-5.20E-06,-1.07E-07,3
0.193214084,0.003691063,0.002476967,0.000173782,2.71E-08,-3.57E-06,-1.11E-07,3
0.187515662,0.001426184,0.002011093,7.66E-05,-1.81E-08,-2.89E-06,2.40E-08,3
0.186983466,0.001031972,0.001963001,8.78E-05,-1.28E-08,-2.77E-06,3.41E-08,3
0.184874189,0.000649569,0.001714364,9.26E-05,3.87E-09,-1.90E-06,3.67E-08,3
0.18364597,0.000527713,0.001573431,9.52E-05,1.11E-08,-1.34E-06,3.51E-08,3
0.186278816,0.000888946,0.00197781,8.67E-05,-3.62E-09,-2.25E-06,3.57E-08,3
0.190661919,0.00242967,0.002230284,8.01E-05,-3.01E-08,-3.73E-06,1.54E-08,3
0.19772445,0.005364679,0.002496841,9.09E-05,-3.52E-08,-3.18E-06,-2.53E-08,3
0.200560604,0.00644329,0.002570371,9.83E-05,-3.23E-08,-2.59E-06,-3.74E-08,3
0.187048059,0.001031054,0.001873441,9.21E-05,-1.29E-08,-2.89E-06,3.61E-08,3
0.183716967,0.000385719,0.001516737,0.000104069,1.32E-08,-1.06E-06,3.92E-08,3
0.220611914,0.006808508,0.001774693,0.000332266,2.48E-07,2.37E-05,5.83E-08,1
0.220691161,0.006889223,0.001794958,0.000311019,2.29E-07,2.13E-05,4.05E-08,1
0.219142115,0.006890803,0.001362898,0.0002914,1.72E-07,2.05E-05,6.36E-08,1
0.218415382,0.006934468,0.001274115,0.000262621,1.42E-07,1.79E-05,5.48E-08,1
0.216033565,0.006357704,0.000927957,0.000245582,9.80E-08,1.72E-05,6.43E-08,1
0.217089228,0.006738752,0.000934791,0.00021305,7.91E-08,1.45E-05,5.27E-08,1
0.22135916,0.007882195,0.002127989,0.000216339,1.44E-07,1.12E-05,-2.78E-08,1
0.222840569,0.008195379,0.00247856,0.000271048,2.19E-07,1.57E-05,-3.58E-08,1
0.222400307,0.008237828,0.002288285,0.000321404,2.75E-07,2.34E-05,1.52E-08,1
0.223663835,0.008527041,0.002473675,0.000345523,3.19E-07,2.59E-05,5.84E-09,1
0.222766298,0.008254967,0.002372357,0.000285242,2.34E-07,1.91E-05,-1.52E-08,1
0.220147289,0.007311848,0.00164386,0.000278523,1.86E-07,1.90E-05,3.00E-08,1
0.219984948,0.006871058,0.001386393,0.000260354,1.50E-07,1.76E-05,4.56E-08,1
0.222516732,0.008135615,0.001356588,0.000214765,1.13E-07,1.33E-05,2.36E-08,1
0.219747005,0.007138997,0.000940709,0.000225662,8.64E-08,1.58E-05,5.78E-08,1
0.216639879,0.006288623,0.000597079,0.000237229,5.39E-08,1.74E-05,7.12E-08,1
0.213754364,0.006817988,0.001117086,0.000129953,4.66E-08,8.16E-06,1.67E-08,1
0.215535745,0.006999281,0.001324103,0.000216546,1.07E-07,1.56E-05,4.45E-08,1
0.213418299,0.006860965,0.001058293,0.000276805,1.21E-07,2.26E-05,8.84E-08,1
0.212137348,0.006737629,0.000837475,0.000288091,1.04E-07,2.36E-05,9.63E-08,1
0.221581229,0.004036863,0.008342458,0.000889709,1.28E-06,3.09E-05,2.06E-06,5
0.231765954,0.007076676,0.009971969,0.001400494,3.06E-06,5.81E-05,4.25E-06,5
0.230895659,0.006551091,0.009726319,0.001263452,1.93E-06,2.09E-05,3.99E-06,5
0.232677562,0.007100554,0.009808081,0.001302667,2.02E-06,1.52E-05,4.19E-06,5
0.23675206,0.010232845,0.009838853,0.001457059,2.94E-06,5.05E-05,4.67E-06,5
0.230057697,0.008521555,0.008749679,0.001178483,2.08E-06,4.95E-05,3.16E-06,5
0.228133296,0.007863759,0.008597222,0.001022922,1.79E-06,4.88E-05,2.45E-06,5
0.225181205,0.006498867,0.008376704,0.000863465,1.43E-06,4.51E-05,1.83E-06,5
0.223824092,0.006046009,0.00814632,0.000811758,1.19E-06,3.97E-05,1.71E-06,5
0.219263927,0.003771921,0.007802417,0.00075593,1.02E-06,3.03E-05,1.53E-06,5
0.218440667,0.002156395,0.008218327,0.000741896,8.75E-07,2.21E-05,1.61E-06,5
0.206333531,0.004034637,0.00466565,0.000236884,4.50E-08,1.80E-06,-2.45E-07,5
0.206740436,0.003699573,0.004856185,0.000198699,5.02E-08,3.00E-06,-1.89E-07,5
0.205104437,0.003114077,0.004974119,0.000203673,5.12E-08,2.74E-06,-1.99E-07,5
0.20476824,0.003724034,0.004795104,0.00032503,1.95E-07,6.41E-06,-3.56E-07,5
0.208422586,0.005364334,0.004849643,0.000419077,2.90E-07,5.83E-06,-5.22E-07,5
0.214670973,0.007731869,0.005083926,0.0005083,3.88E-07,4.10E-06,-7.19E-07,5
0.206673998,0.004532673,0.004778879,0.000341544,1.68E-07,5.29E-06,-4.03E-07,5
0.203106403,0.002688508,0.004776682,0.00025334,1.33E-07,5.79E-06,-2.45E-07,5
0.201907654,0.002231422,0.004704206,0.000210481,9.23E-08,4.52E-06,-1.88E-07,5
0.228831136,0.016040853,0.00480633,0.001700462,4.82E-06,0.000193442,6.08E-07,4
0.222886736,0.01305217,0.005102459,0.001571763,4.38E-06,0.00016198,7.79E-07,4
0.22890369,0.01140883,0.007407967,0.001727843,6.05E-06,0.000160344,1.28E-06,4
0.226999833,0.012210958,0.006576852,0.001719305,5.67E-06,0.000167642,1.15E-06,4
0.223539571,0.013314535,0.004924456,0.001582505,4.38E-06,0.000168063,5.85E-07,4
0.22287191,0.013234178,0.004498308,0.001543474,4.04E-06,0.000164429,4.55E-07,4
0.221845543,0.012351839,0.004707724,0.001575867,4.27E-06,0.000165485,4.67E-07,4
0.218958511,0.010215475,0.004969671,0.001383941,3.59E-06,0.000129429,5.05E-07,4
0.21640268,0.009773083,0.004437812,0.001180287,2.67E-06,0.000102402,4.41E-07,4
0.217594458,0.010216838,0.004613169,0.001250891,2.97E-06,0.000114134,4.58E-07,4
0.218211081,0.011645984,0.004054928,0.001284648,2.91E-06,0.000128132,3.61E-07,4
0.21817057,0.012051997,0.003733862,0.001288603,2.81E-06,0.000131853,3.19E-07,4
0.218654343,0.012521803,0.003533918,0.001270194,2.68E-06,0.000131887,2.71E-07,4
0.217900492,0.011339087,0.004101288,0.001281827,2.91E-06,0.000123326,3.89E-07,4
0.218345483,0.01091278,0.004387241,0.001259272,2.92E-06,0.000115476,4.80E-07,4
0.221538311,0.011959155,0.004690967,0.001362488,3.40E-06,0.000129914,5.53E-07,4
0.216951975,0.011490631,0.003811758,0.00117929,2.47E-06,0.00011264,3.56E-07,4
0.218818627,0.013850188,0.003443529,0.001193644,2.40E-06,0.000127555,3.47E-07,4
0.218790364,0.013699262,0.00353018,0.001274127,2.67E-06,0.00014001,4.18E-07,4
0.216958843,0.012179141,0.003723499,0.001279908,2.76E-06,0.000135438,4.32E-07,4
0.205490305,0.006413164,0.00057302,2.75E-05,7.55E-10,9.59E-07,-3.37E-09,0
0.234253755,0.020069996,0.001019542,0.000109074,8.60E-09,5.96E-06,-3.53E-08,0
0.242333267,0.021900457,0.00127209,0.00013808,9.52E-09,7.63E-06,-5.71E-08,0
0.250146542,0.02611074,0.001649289,0.000264249,7.42E-08,1.91E-05,-1.58E-07,0
0.265519264,0.032799838,0.002491209,0.00056075,3.76E-07,4.62E-05,-5.46E-07,0
0.251085189,0.024682612,0.001396814,0.000177496,2.34E-08,1.34E-05,-8.52E-08,0
0.255968889,0.024265188,0.00103394,0.000256103,1.87E-08,1.38E-05,-1.30E-07,0
0.228624052,0.014682638,0.000836912,1.34E-05,-1.37E-09,-4.38E-07,-3.83E-10,0
0.214039263,0.008927107,0.000479423,2.01E-05,3.12E-10,4.32E-07,-1.95E-09,0
0.219922475,0.011735083,0.000607477,1.36E-05,3.52E-10,-1.45E-06,1.18E-09,0
0.21910301,0.012104036,0.000647074,2.16E-05,-1.80E-09,-2.15E-06,1.80E-09,0
0.225050664,0.01453746,0.000827494,4.16E-05,-7.12E-09,-2.14E-06,-3.01E-09,0
0.234693928,0.018600973,0.001138578,9.85E-05,-7.90E-09,1.40E-06,-3.20E-08,0
0.245279299,0.023318226,0.001670679,0.000269969,5.11E-08,1.38E-05,-1.74E-07,0
0.231821831,0.017488436,0.000859405,7.61E-05,-1.40E-08,-2.96E-06,-1.35E-08,0
0.227352268,0.015862745,0.000863313,5.44E-05,-8.14E-09,-1.40E-06,-8.53E-09,0
0.223967762,0.015576691,0.000981745,4.76E-05,1.12E-09,2.59E-06,-1.02E-08,0
0.21494308,0.010871567,0.000869098,1.18E-06,1.80E-11,9.29E-08,-3.30E-11,0
0.220408214,0.013208398,0.000852569,8.69E-06,4.66E-10,8.32E-07,-5.85E-10,0
0.207255793,0.008004506,0.000283313,4.01E-05,-1.99E-09,2.75E-06,-3.79E-09,0
0.252903291,0.024322528,0.001376546,0.000375587,2.66E-07,1.01E-05,4.50E-08,2
0.253247114,0.025410209,0.001250953,0.000267654,1.48E-07,5.54E-07,4.65E-08,2
0.255067502,0.031519607,0.000276035,0.000118138,1.65E-08,1.26E-05,-1.36E-08,2
0.279841415,0.041453939,0.002408314,0.000226759,-8.03E-08,-3.78E-05,1.47E-07,2
0.267321877,0.035443166,0.001207491,0.00020149,7.27E-08,-2.07E-06,6.78E-08,2
0.24711279,0.024799839,0.000494886,0.00059581,3.01E-07,8.39E-05,-1.20E-07,2
0.278144764,0.038321588,0.002793375,0.000238066,-1.87E-07,-4.65E-05,5.20E-08,2
0.249444269,0.023418129,0.002024443,0.000322402,1.69E-07,-3.21E-06,1.98E-07,2
0.240899249,0.020247125,0.001415628,0.00026751,1.31E-07,3.02E-06,1.00E-07,2
0.270037906,0.035933869,0.001070513,0.000180975,6.58E-08,-3.31E-06,4.50E-08,2
0.289455781,0.046884314,0.000540058,0.000163117,4.73E-08,1.43E-05,-1.02E-08,2
0.269368274,0.034516569,0.001556936,0.000250759,1.13E-07,-6.25E-06,1.09E-07,2
0.263247946,0.030251887,0.001973921,0.000286112,1.27E-07,-1.16E-05,1.73E-07,2
0.26903357,0.032358164,0.003149421,0.000260376,-1.73E-07,-4.49E-05,1.61E-07,2
0.277166372,0.041680112,0.000448295,5.89E-05,8.72E-09,4.35E-06,3.97E-09,2
0.28945537,0.048576407,0.000610465,2.40E-05,-1.58E-10,-4.73E-06,-2.90E-09,2
0.279348091,0.040389003,0.000769989,0.000303213,1.33E-07,3.32E-05,6.16E-08,2
0.286306797,0.046337891,0.000396108,4.88E-05,5.31E-09,4.13E-06,4.21E-09,2
0.259123593,0.029914997,0.001329667,0.000260281,1.26E-07,1.04E-06,8.66E-08,2
0.26797796,0.033725028,0.001933231,0.000224228,1.10E-08,-2.59E-05,1.47E-07,2
0.232446689,0.022150975,0.00103537,5.82E-05,-1.42E-08,-8.65E-06,-1.60E-09,3
0.256129435,0.029879154,0.001826276,0.000131943,-6.48E-08,-2.23E-05,6.74E-10,3
0.193906556,0.003507489,0.002385297,0.00019362,7.44E-08,-2.15E-06,-1.09E-07,3
0.225560946,0.01615696,0.001636323,9.32E-05,-3.44E-08,-1.02E-05,1.19E-08,3
0.245680925,0.025441671,0.000202668,4.42E-06,-1.27E-10,-6.88E-07,-3.60E-11,3
0.250377966,0.027089405,0.000217284,1.36E-05,1.59E-10,1.68E-06,7.18E-10,3
0.25886407,0.032670831,1.35E-05,6.15E-06,-5.60E-11,-4.78E-07,3.00E-12,3
0.211031567,0.009950915,0.00255981,0.000128273,-6.61E-08,-8.83E-06,3.21E-08,3
0.247766782,0.026334415,0.001057903,9.89E-05,1.89E-08,7.57E-06,2.58E-08,3
0.252496356,0.028364736,0.000623195,5.80E-05,7.14E-09,4.16E-06,8.41E-09,3
0.256135069,0.030074854,0.000256449,2.46E-05,1.78E-09,2.32E-06,7.85E-10,3
0.251993885,0.028163924,0.000331459,1.97E-05,5.10E-10,-6.17E-07,1.50E-09,3
0.261973114,0.032555855,0.000253624,2.60E-06,-6.60E-11,-1.99E-07,-6.00E-12,3
0.234470781,0.019830988,0.001348974,0.000101209,6.74E-10,1.72E-07,3.74E-08,3
0.221856653,0.014816179,0.002059637,0.000136666,-1.29E-08,-1.16E-06,7.14E-08,3
0.247773393,0.026924503,0.000889458,7.42E-05,1.13E-08,6.09E-06,1.54E-08,3
0.268084374,0.036823148,7.41E-05,7.04E-06,7.40E-11,1.25E-06,-1.43E-10,3
0.258948393,0.031520443,5.02E-05,2.57E-06,7.00E-12,4.56E-07,-2.80E-11,3
0.240244115,0.022711914,0.000832631,5.19E-05,-5.23E-09,-4.53E-06,9.43E-09,3
0.231866469,0.018954729,0.001179019,6.20E-05,-8.42E-09,-3.03E-06,1.45E-08,3
0.22139765,0.009664121,0.002645137,7.32E-05,-3.06E-08,-7.16E-06,-1.02E-08,1
0.253192046,0.022936418,0.004509397,0.000193618,-6.70E-08,-1.41E-05,1.68E-07,1
0.309099114,0.050621309,0.006000021,0.000872126,1.66E-06,0.000116947,1.10E-06,1
0.273710086,0.031343848,0.004185999,0.000507965,6.29E-07,5.73E-05,3.92E-07,1
0.269460425,0.029424438,0.003788838,0.000428555,4.38E-07,4.36E-05,3.26E-07,1
0.235334384,0.014352457,0.00239894,0.00010555,9.03E-09,-1.61E-07,5.23E-08,1
0.283586694,0.036567093,0.003613725,0.000520976,6.48E-07,7.36E-05,3.02E-07,1
0.277619112,0.03347623,0.004470438,0.000638935,9.82E-07,8.47E-05,4.50E-07,1
0.230725975,0.013350914,0.002860896,8.81E-05,-2.70E-08,-6.46E-06,3.51E-08,1
0.211350858,0.007189484,0.002019085,6.75E-05,1.52E-08,-4.53E-07,-1.98E-08,1
0.232368161,0.013302648,0.002507164,9.91E-05,-3.19E-09,-2.28E-06,4.93E-08,1
0.192535924,0.000657256,0.00078063,0.00011723,3.15E-08,2.59E-06,1.64E-08,1
0.197364213,0.001830303,0.000708285,7.21E-05,1.59E-08,2.79E-06,3.58E-09,1
0.209100889,0.005422308,0.001117273,2.87E-05,-7.35E-10,-1.41E-06,-5.09E-09,1
0.227623152,0.011885011,0.002157574,8.05E-05,6.64E-09,1.10E-07,3.29E-08,1
0.235661941,0.016197583,0.002791526,0.000119535,1.65E-08,2.60E-07,6.70E-08,1
0.218228845,0.009408457,0.002146529,4.46E-05,-1.37E-08,-4.27E-06,-1.40E-09,1
0.2273214,0.014209962,0.002609884,6.89E-05,-2.80E-08,-8.22E-06,-8.43E-09,1
0.229147796,0.012439587,0.002412219,8.20E-05,-2.01E-08,-5.33E-06,3.04E-08,1
0.220635049,0.009123248,0.001769162,4.82E-05,-1.34E-08,-4.12E-06,4.22E-09,1
0.199457857,0.001215841,0.003882872,5.48E-05,8.84E-09,1.60E-06,2.37E-08,5
0.202874508,0.002191459,0.004086588,2.31E-05,6.21E-09,3.19E-07,3.42E-09,5
0.209371625,0.004653064,0.004031326,3.10E-06,-3.15E-10,-1.15E-07,1.44E-10,5
0.227301221,0.011604488,0.004135541,7.84E-05,4.46E-08,8.33E-06,-2.68E-09,5
0.250896654,0.02203967,0.003735959,0.000230309,2.12E-07,3.42E-05,-2.53E-08,5
0.19428966,0.0016681,0.002666147,1.36E-05,-2.25E-09,4.74E-07,-1.26E-09,5
0.191512904,0.001195762,0.002393337,2.27E-05,-5.21E-09,7.22E-07,-8.53E-10,5
0.206073335,0.005701421,0.002844867,8.63E-06,-4.89E-10,2.69E-07,-1.26E-09,5
0.204563738,0.004267475,0.00323659,7.38E-07,-2.20E-11,1.39E-08,-2.80E-11,5
0.201144087,0.002886024,0.003453528,3.63E-06,4.02E-10,-1.74E-08,6.50E-11,5
0.190507717,0.00070829,0.002392436,0.00015967,-6.82E-08,-2.24E-06,7.14E-08,5
0.218873108,0.006131974,0.005525646,4.96E-05,4.45E-09,1.20E-06,2.56E-08,5
0.20246918,0.002261115,0.004184382,5.91E-06,8.14E-10,-7.15E-08,-4.50E-10,5
0.199028739,0.001284293,0.0038043,2.12E-05,-2.24E-09,7.58E-07,5.57E-09,5
0.19693153,0.000704218,0.003730544,6.89E-05,-6.98E-09,1.81E-06,3.42E-08,5
0.194385895,0.000591519,0.003305392,0.000166255,-5.42E-08,2.94E-07,1.11E-07,5
0.199292452,0.001764671,0.003892872,0.000174516,-9.02E-08,-2.73E-06,1.12E-07,5
0.201713387,0.001135771,0.004371422,1.83E-05,-2.38E-09,6.17E-07,4.60E-09,5
0.225940904,0.00875069,0.005464706,7.94E-05,4.90E-08,6.56E-06,1.81E-08,5
0.220929398,0.006351734,0.005580348,7.00E-05,-2.09E-08,-9.10E-07,3.85E-08,5
0.210520609,0.011379305,0.002367459,0.000774337,1.05E-06,7.54E-05,8.44E-08,4
0.216017327,0.014327593,0.001881645,0.000661618,7.38E-07,6.96E-05,3.15E-08,4
0.229588555,0.021282131,0.001219748,0.000434443,3.16E-07,5.03E-05,9.00E-09,4
0.213204733,0.008202688,0.004666581,0.001055764,2.33E-06,9.18E-05,2.71E-07,4
0.222346643,0.017385269,0.001755554,0.000575248,5.76E-07,6.15E-05,4.28E-08,4
0.219477584,0.015182265,0.002594309,0.000755212,1.05E-06,7.73E-05,1.54E-07,4
0.20848041,0.010252422,0.002384731,0.000654187,8.13E-07,5.80E-05,8.07E-08,4
0.207461516,0.01064963,0.001961021,0.000589679,6.32E-07,5.31E-05,5.10E-08,4
0.204624784,0.007188909,0.0033123,0.000749596,1.16E-06,5.87E-05,2.15E-07,4
0.209469424,0.011541357,0.001937185,0.000599631,6.45E-07,5.63E-05,4.65E-08,4
0.209691668,0.010667921,0.00244639,0.000683149,8.79E-07,6.14E-05,8.59E-08,4
0.210551792,0.010583091,0.002720227,0.000710177,9.80E-07,6.32E-05,1.19E-07,4
0.212575455,0.0113649,0.00277876,0.000736233,1.04E-06,6.67E-05,1.36E-07,4
0.218070586,0.015255197,0.002077299,0.000563772,6.03E-07,5.39E-05,9.38E-08,4
0.210014948,0.009520931,0.003434652,0.000766935,1.23E-06,6.64E-05,2.16E-07,4
0.203562165,0.005824615,0.003668436,0.000636928,9.56E-07,4.63E-05,1.85E-07,4
0.207784636,0.010966062,0.001937693,0.000620416,6.78E-07,5.85E-05,5.71E-08,4
0.205409059,0.009036275,0.002499872,0.000661548,8.44E-07,5.68E-05,1.07E-07,4
0.206324074,0.008194967,0.00310962,0.000693214,1.01E-06,5.68E-05,1.45E-07,4
0.218662513,0.016560607,0.001142409,0.000387481,2.58E-07,4.06E-05,3.67E-09,4
0.199294859,0.004365706,0.00014676,6.66E-05,3.31E-09,3.41E-06,5.70E-09,0
0.240690608,0.022227715,0.001225605,0.000113341,1.41E-08,5.84E-06,3.98E-08,0
0.224033026,0.015065263,0.000410416,4.15E-06,-1.27E-10,-5.09E-07,-1.16E-10,0
0.215240118,0.009673741,0.000484007,1.93E-05,1.86E-09,6.18E-07,6.70E-11,0
0.216030644,0.011832073,0.000293958,1.18E-05,6.84E-10,4.61E-07,1.21E-10,0
0.222840469,0.012502752,0.000834415,1.47E-05,-1.12E-09,-1.61E-06,-1.17E-09,0
0.202086058,0.006437236,0.000111041,5.57E-05,3.18E-09,4.40E-06,3.01E-09,0
0.210475077,0.007261258,0.000169157,6.42E-05,4.52E-09,3.80E-06,4.93E-09,0
0.211801249,0.005430942,0.000261881,8.68E-05,9.74E-09,5.29E-06,8.74E-09,0
0.203175514,0.006740289,0.000113961,5.30E-05,2.85E-09,3.03E-06,2.97E-09,0
0.197583526,0.005309151,2.11E-05,5.60E-05,5.60E-10,3.48E-06,1.84E-09,0
0.21932408,0.011856173,0.000291753,4.46E-06,4.80E-11,2.28E-07,1.53E-10,0
0.200811338,0.005035933,3.76E-05,5.61E-05,6.37E-10,3.84E-06,2.49E-09,0
0.223280548,0.011809142,0.00058971,1.44E-05,-2.24E-10,-0.000001397,-1.30E-09,0
0.211712642,0.009437517,0.000153202,3.51E-05,2.20E-09,2.27E-06,1.33E-09,0
0.214270796,0.009484041,0.000208946,2.78E-05,1.80E-09,1.78E-06,1.12E-09,0
0.206044887,0.006484397,5.11E-05,4.78E-05,1.39E-09,3.85E-06,1.91E-09,0
0.209060469,0.008025909,0.000151821,3.97E-05,2.40E-09,2.79E-06,1.93E-09,0
0.22005628,0.012127308,0.000387743,1.50E-05,7.66E-10,-6.26E-07,-8.50E-10,0
0.210453513,0.008471076,0.000144307,3.91E-05,2.37E-09,2.68E-06,1.73E-09,0
0.226020775,0.011900936,2.92E-05,0.000572441,6.84E-08,6.19E-05,2.82E-08,2
0.255535755,0.02954529,4.69E-05,0.000183341,-1.69E-08,3.15E-05,-2.24E-09,2
0.24566297,0.023695328,0.000181117,0.000189496,-2.40E-08,2.81E-05,-2.56E-08,2
0.288108557,0.047139572,0.000547902,1.35E-05,1.12E-09,-1.31E-06,-3.07E-10,2
0.257822033,0.030338113,0.0001849,0.000161718,-2.35E-08,2.76E-05,1.51E-08,2
0.221740599,0.010156775,3.98E-06,0.000485954,1.45E-08,4.87E-05,1.57E-08,2
0.247104206,0.026991953,0.000441426,0.000673211,3.65E-07,0.000107103,3.67E-08,2
0.319718882,0.067642447,0.001091368,7.55E-05,-2.16E-08,-1.73E-05,2.18E-09,2
0.296465799,0.053593568,0.000321874,2.38E-05,1.98E-09,2.85E-07,6.71E-10,2
0.282585888,0.041254624,0.00118117,9.99E-05,3.42E-08,-1.11E-06,2.47E-09,2
0.245447558,0.022606907,0.000544623,0.000202469,-2.40E-10,2.48E-05,6.72E-08,2
0.271870205,0.037815403,0.000129583,0.000255959,-4.88E-09,4.58E-05,4.64E-08,2
0.275013103,0.0391346,0.000180586,0.000332337,3.08E-08,5.72E-05,7.54E-08,2
0.240188394,0.019579215,8.99E-06,0.000551824,1.49E-08,7.66E-05,3.59E-08,2
0.265630612,0.032931661,0.000484838,0.000327671,7.97E-08,4.47E-05,1.03E-07,2
0.24997018,0.025707149,0.000222904,0.000297584,9.71E-09,4.35E-05,7.60E-08,2
0.318780301,0.067469567,0.000249562,3.43E-05,2.21E-09,4.06E-06,2.29E-09,2
0.219548802,0.006149821,2.33E-05,0.000494919,5.10E-08,3.47E-05,-1.49E-08,2
0.234092996,0.019332138,0.000334499,0.000387711,1.24E-07,5.29E-05,6.43E-08,2
0.297758639,0.053892093,0.000306981,0.000135636,2.31E-08,1.76E-05,1.53E-08,2
0.266765522,0.036059408,3.06E-05,0.000265181,-1.24E-08,4.95E-05,2.04E-08,2
0.211170817,0.009493411,0.002957414,9.36E-05,-4.61E-08,-6.11E-06,1.73E-08,3
0.235726646,0.020210134,0.00219107,8.57E-05,-2.88E-08,-7.32E-06,2.35E-08,3
0.239932372,0.024763572,0.000421731,2.64E-05,1.85E-09,-6.35E-07,-2.09E-09,3
0.30213719,0.05344714,0.000931736,0.000294351,1.40E-07,6.59E-05,-6.35E-08,3
0.222338217,0.01395444,0.003369061,0.000160877,-1.16E-07,-1.85E-05,-2.44E-08,3
0.265133921,0.037491208,0.000324018,9.21E-05,1.40E-08,1.75E-05,-7.65E-09,3
0.25272427,0.028188686,0.002763684,0.000195735,3.90E-08,7.56E-06,1.39E-07,3
0.238520717,0.024355243,0.001367707,7.13E-05,-1.30E-08,-1.02E-05,-1.81E-08,3
0.27950636,0.042106799,0.00240888,0.000353216,3.08E-07,6.30E-05,1.07E-07,3
0.256334313,0.032032404,0.001717646,0.00010377,-7.88E-09,-3.91E-06,4.31E-08,3
0.210621159,0.009349909,0.002886399,0.000132482,-4.25E-08,-1.20E-05,-7.00E-08,3
0.236191206,0.019997625,0.002758692,0.000189299,9.76E-08,1.86E-05,9.58E-08,3
0.209653007,0.009030774,0.002883319,0.00010601,-5.55E-08,-9.73E-06,-1.89E-08,3
0.240415395,0.022358148,0.002183323,0.000150619,6.20E-08,1.48E-05,6.01E-08,3
0.236689561,0.021220944,0.001685422,8.65E-05,1.23E-08,4.25E-06,3.06E-08,3
0.221651071,0.014212317,0.00286106,0.000129098,-2.10E-08,-1.10E-06,7.56E-08,3
0.248481186,0.026461346,0.002729759,0.000301497,2.54E-07,4.36E-05,1.02E-07,3
0.217542153,0.012856405,0.002576957,9.93E-05,-4.92E-08,-9.21E-06,1.02E-08,3
0.199697186,0.005450535,0.002889692,0.000169022,-4.05E-09,-8.68E-06,-1.18E-07,3
0.24467747,0.025105941,0.002269617,0.000206934,1.20E-07,2.56E-05,7.62E-08,3
0.218485309,0.010384723,0.001485498,5.53E-05,-1.26E-08,-5.50E-06,-9.58E-09,1
0.223490528,0.012724749,0.001119103,6.11E-05,-1.23E-08,-6.85E-06,-1.02E-08,1
0.230882319,0.01615208,0.001274523,7.14E-05,-2.10E-08,-7.34E-06,4.94E-09,1
0.247633356,0.023349217,0.002098304,0.000166443,1.16E-09,8.14E-07,9.84E-08,1
0.239291043,0.019940071,0.001574548,0.000104056,-2.09E-08,-4.74E-06,3.66E-08,1
0.224484491,0.013853843,0.000874175,5.44E-05,-8.42E-09,-6.40E-06,-8.38E-09,1
0.242732894,0.021404061,0.001765664,0.000128143,-1.82E-08,-3.25E-06,5.82E-08,1
0.253801777,0.026845906,0.001920523,0.000173059,4.07E-09,3.87E-06,9.97E-08,1
0.249078709,0.024244072,0.002008032,0.000170012,1.14E-09,1.75E-06,9.93E-08,1
0.236436481,0.018968674,0.001319651,8.55E-05,-2.24E-08,-6.17E-06,1.79E-08,1
0.226258607,0.01507376,0.00074503,5.06E-05,-4.44E-09,-6.12E-06,-8.75E-09,1
0.231193284,0.016425401,0.001323297,7.93E-05,-2.25E-08,-6.77E-06,1.23E-08,1
0.23663309,0.018626184,0.001645971,0.000108091,-2.11E-08,-4.63E-06,4.04E-08,1
0.244643492,0.021977826,0.002063049,0.000165727,1.40E-09,1.21E-06,9.69E-08,1
0.248283119,0.023843784,0.002074728,0.000177843,9.87E-09,3.51E-06,1.08E-07,1
0.23975869,0.019890277,0.001631333,0.000112584,-2.28E-08,-4.56E-06,4.25E-08,1
0.23109033,0.016392148,0.001249064,7.49E-05,-2.16E-08,-7.04E-06,7.55E-09,1
0.226631785,0.014684739,0.001281463,7.16E-05,-1.92E-08,-6.05E-06,1.01E-08,1
0.242640397,0.021301096,0.001938554,0.000148713,-6.88E-09,-4.50E-07,7.96E-08,1
0.251468885,0.025647055,0.002105094,0.000194917,2.27E-08,6.66E-06,1.23E-07,1
0.210715789,0.002030529,0.005411017,6.10E-05,-3.92E-10,2.62E-06,3.51E-08,5
0.223094623,0.007305839,0.0052577,1.20E-05,-2.22E-09,-1.02E-06,-2.03E-09,5
0.273202805,0.029656462,0.00658631,0.00034001,4.86E-07,5.35E-05,1.52E-07,5
0.221185848,0.00647512,0.005167473,1.05E-05,1.08E-10,-7.45E-07,-2.44E-09,5
0.20298882,0.000756646,0.004681213,0.000145039,-4.04E-08,3.32E-06,1.12E-07,5
0.261760738,0.024922068,0.005716614,0.000229247,2.47E-07,3.24E-05,8.96E-08,5
0.269504675,0.0280329,0.006519784,0.000352986,5.09E-07,5.32E-05,1.65E-07,5
0.211956156,0.003144919,0.005114687,2.00E-06,-6.30E-11,-1.10E-07,-1.91E-10,5
0.302476486,0.046008956,0.006368934,0.000589998,1.11E-06,0.000120786,2.87E-07,5
0.241619507,0.013316673,0.006696383,0.000114075,6.50E-08,9.28E-06,7.56E-08,5
0.275235434,0.033145008,0.005401374,0.000385063,3.95E-07,4.94E-05,-3.90E-07,5
0.238738777,0.017268396,0.004700628,0.000181289,-6.59E-08,-4.33E-06,-1.54E-07,5
0.314548643,0.055458191,0.005300002,0.000658696,6.09E-07,8.22E-05,-1.07E-06,5
0.255199853,0.017133665,0.008194693,0.000234482,7.88E-08,1.15E-05,3.15E-07,5
0.21278975,0.000985407,0.006786599,0.000115984,9.86E-08,2.77E-06,2.93E-08,5
0.275711452,0.026959601,0.008726112,0.0005128,8.12E-07,6.68E-05,7.20E-07,5
